"region","trångboddhet","födelseregion","ålder","kön","år","Samtliga i populationen"
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2017",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","20-24 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2012",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2013",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2014",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2015",17
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2016",21
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2017",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2018",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2019",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2020",14
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","totalt","2021",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2016",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2020",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2012",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2013",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2014",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2015",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2016",15
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2020",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-29 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2012",20
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2013",19
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2014",25
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2015",24
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2016",35
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2017",20
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2018",22
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2019",22
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2020",30
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","totalt","2021",26
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2012",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2013",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2014",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2015",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2016",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2017",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2018",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2019",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2020",13
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","kvinnor","2021",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2012",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2013",13
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2014",14
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2015",14
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2016",24
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2017",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2018",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2019",15
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2020",17
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","25-34 år","män","2021",15
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2012",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2013",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2014",14
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2015",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2016",14
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2017",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2018",16
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2019",13
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2020",16
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","totalt","2021",16
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2014",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2018",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2020",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","kvinnor","2021",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2012",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2013",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2014",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2016",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2017",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2018",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2019",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2020",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","30-34 år","män","2021",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2012",14
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2013",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2014",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2015",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2016",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2017",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2018",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2019",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2020",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","totalt","2021",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2013",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2015",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2016",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2018",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2012",9
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2020",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-39 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2012",21
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2013",18
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2014",18
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2015",21
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2016",20
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2017",22
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2018",23
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2019",15
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2020",19
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","totalt","2021",20
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2012",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2013",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2014",8
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2015",12
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2016",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2017",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2018",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2019",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2020",6
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","kvinnor","2021",11
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","män","2012",13
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","män","2013",7
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","män","2014",10
"Dalarnas län","trångbodda enligt norm 2","övriga världen, inkl. Sovjetunionen","35-44 år","män","2015",9
